mastodon	twitter
@graemeday@mstdn.science	@graeme_day
@skzingales@fediscience.org	@Skzingales
@jaci_otero@mstdn.social	@jacibrant
@markianwallace@fediscience.org	@markianwallace
@DrVic2r@fediscience.org	@DrVic2r
@tomislavrovis@mas.to	@TomislavRovis
@mcallister_lab@mstdn.science	@mcallister_lab
@Finetraces786@mastodon.social	@Finetraces786
@ferryprins@akademienl.social	@ferryprins
@hanspeterarp@oslo.town	https://twitter.com/hanspeterarp
@ash@mstdn.science	@AshlynSummer19
@MahmutRuzi@mastodon.online	@MahmutRuzi
@ermanis@mstdn.science	@ErmanisKristaps
@giuliosflask@mstdn.science	@giuliosflask
@CummingsLinda@c.im	@CummingsLinda
@ChemMouse@mas.to	@ChemMouse
@kozycanuck@mastodon.world	@Kozycanuck
@glaudadio@fediscience.org	@g_laudadio
@sorensensci@c.im	@sorensensci
@jimmylawrence@mastodon.social	@_jimmylawrence
@drbixby@mstdn.social	@drbixby
@Jgw@mstdn.science	@pushingarrows
@Amabilino@mas.to	@DAmabilino
@dominique_agustin@mastodon.top	@dominiqueagust1
@kokelab@mstdn.science	@KokeLab
@csoren1@scholar.social	RissaChem
@samlemonick@mas.to	@samlemonick
@Urk@mstdn.ca	Urquhartusask 
@benjamino_acid@mastodon.online	@benjamino_acid
ChemEd2023	@chemed2023
@raphavisses@mastodon.top	raphavisses
@lo_vial@qoto.org	lo_vial
@AbigailSossen@mstdn.social	@AbigailSossen
@KUhokie42@mastodon.social	@KUhokie42
@nathanbroon@fediscience.org	@nathanbroon
@aubrymiller@mstdn.science	@drugdiscov_DKFZ
@steveczimmerman@mstdn.science	@steveczimmerman
@rakia@mstdn.science	@RakiaDhaoui
@ATBchem@fediscience.org	@ATBchem
@qzheng@mstdn.science	@qhzheng
@jkemsley@sciencemastodon.com	@jkemsley
@AWidener@sciencemastodon.com	@AWidenerCEN
@nbhatta@mas.to	@NabarupaBhatta1
@CraigOfWaffles@mastodon.online	@CraigofWaffles
@cariouK@mastodon.social	@cariouK
@prof_philp@mstdn.science	@prof_philp
@nikkimanman@home.social	@nikkimanman
@bretthelms@mstdn.science	@GroupHelms
@harry_c_sample@freeradical.zone	@harry_c_sample
@niklas@fediscience.org	@n_vonwolff
@vfmcneill@airpollution.science	@vfmcneill
@nz_molecules@mas.to	@nz_molecules
@stemxicaned@mastodon.online	@stemxicaned
@DDasLab@mstdn.science	ddaslab
@rachelwmartin@mstdn.science	@rachelwmartin
@klaaswynne@mas.to	@klaaswynne
@djn@mstdn.science	@TheNelsonGroup
@APBchem@mstdn.science	@AnaisPittoBarry
@tbpoulsen@mstdn.science	@tbpoulsen
@Yildiz@mastodon.au 	@YildizTasdan
@matthartings@mastodon.social	@sciencegeist
@craigdc1983@mastodon.scot	@craigdc1983
@mudbunny@mstdn.ca	@mudbunny74
@kjhmeriwick@mastodon.scot	@kjhaxton
@Jessen@mastodon.social	@Jessenlab
@LaurelOld@sciencemastodon.com	@LaurelOld
@laragangler@mastodon.social	@seilenfranzli
@paulmcgonigal@mastodonapp.uk	@mcgonigalgroup
@mkielmann@mstdn.science 	@henloeditorfren
@sebfiorucci@mstdn.social	@sebfiorucci
@lab_COSMO@fediscience.org	@lab_COSMO
@DrMeyerJoiner@mastodon.social	meyerjoiner 
@ninanotman@mastodon.social	@ninanotman
@V_saggiomo@mstdn.social	@V_saggiomo
@Dr_Oli_Jones@fosstodon.org	dr_oli_jones
@araujeovs@sciencemastodon.com	@araujeovs
@ndchiappini@mastodon.online	@ndchiappini
@CorriganLab@sciencemastodon.com	@CorriganLab
@andrew_rosen@mastodon.social	@Andrew_S_Rosen
@organometallica@mstdn.party	Organometallica
@alexeyorlov@qoto.org	@alexeyaorlov
@zordunderson@toot.community	@forplants
@alexpintogroup@qoto.org	@AlexPintoGroup
@CTJFerguson@mastodon.scot	@CTJFerguson
@chengeaa@mastodon.social	@chengeaa
@tmh@mastodon.online	@hermanslab
@devillesy@fediscience.org	@devillesy
@willansgroup@vivaldi.net	@Willans_Group
@ewapastorczak@mathstodon.xyz	@ewapastorczak
@RachelHevey@mstdn.science	@DrRachelHevey
@axelstraube@mas.to	@ChemistFeminist
@ajfitz@mstdn.social	@AJFitz_Chem
@christenesmith@qoto.org	@christenesmith
@tabet@mstdn.social	TheTabet
@Alexblokhuis@mstdn.social	Postdoctoral fellow @oLifeF  @univgroningen  @OttoLab - nonequilibrium thermodynamics, chemical networks, systems chemistry, evolution
@JuliaYRho@mastodon.scot	@JuliaYRho
@recombinatrix@mathstodon.xyz	@moleculardynamo
@Hartreefocker@mstdn.social	@edsherer aka HartreeFocker
@g_sbardella@mstdn.science	@g_sbardella
@rgraucrespo@mastodon.world	@rgraucrespo
@russelljkjohnson@mstdn.science	@RussJKJohnson 
@spfletcher@mstdn.science	@spfletcher
NIL	@ISayIAmWoman
@davidpalomas@toot.community	@DavidPalomas
@michmuzz@mstdn.science	@michmuzz
@rociomer@mstdn.social	@rociomer3
@ma_delsuc@fediscience.org	@MAD57935854
@alexandraeasley@sciencemastodon.com	@AlexandraEas1ey
@vero_augustyn@sciencemastodon.com	@vero_augustyn
@LuytGroup@mstdn.science	@LuytGroup
@jhdavislab@mstdn.science	jhdavislab
@dvgroupumass@mstdn.science	@dvgroupumass
@svenstripp@mstdn.science	@stripp_lab
@loewe@mas.to	@pawelloewe
@denniscao@mstdn.social	denniscao
@dpro@mastodon.online	@demyanpro
@mimclab@mstdn.science	@mimclab
@CarrilloGroup@mstdn.science	@CarrilloGroup
@gezelter@sciencemastodon.com	@gezelter
@SimonHiggins_60@mastodon.world	@SimonHiggins_60
@leighjkboerner@sciencemastodon.com	@LeighJKBoerner
@nmr_chemist@mstdn.science	@nmr_chemist
@chronicleflask@mstdn.social	chronicleflask
@frederik_haase@mstdn.science	@Frederik_Haase
@RianneLord@mstdn.science	@DrRianneLord
@canklin56@qoto.org	@canklin56
@dasingleton@mstdn.science	@dasingleton
@MohammedBule	@MohammedBule
@Rowley@mathstodon.xyz	@RowleyGroup
@julienmichel@mastodon.world	@julienmich80
@fiona_chembot@mathstodon.xyz	@fiona_chembot
@payaljs@masto.nu	@payaljs
@speedychavez@mastodon.social	@VH__chavez
@davidrliu@mstdn.science	@davidrliu
@ChrisCardin@mastodon.scf.org	@ChristineCardin
@Athul@mastodon.sdf.org	@Athul__SB
@janhjensen@mastodon.social	@janhjensen
@ConradGoodwin@mstdn.science	@ConradGoodwin
@WillGlover@mastodon.online	@WilliamJGlover
@miquelsola@mastodon.online	@miquelsola
@geordifrere@mstdn.science	@geordifrere
@marcuswdrover@mstdn.ca	@marcuswdrover
@dbkonrad@mas.to	@davidbkonrad
@mat_frenette@mstdn.ca	@mat_frenette
@ClaudiaBonfio@mstdn.science	@ClaudiaBonfio
@MartaHatzell@mstdn.science	@MartaHatzell
@MJPEREZPEREZ	@MJPEREZPER
@gustafsongroup@mstdn.science	@GustafsonLab
@manilaov@mastodon.social	@Manilaov
@Stephan_Hammer@mstdn.science	@Stephan_Hammer
@colin_tice@mastodon.social	@Cornt00th
@courtneymquinn@mastodon.world	@CourtneyM_Quinn
@memoret@mstdn.science	@ME_Moret
@damienc@piaille.fr	Damienaberlin
@kzrt@mstdn.science	@kzrt
@kra2104@mastodon.world	@kra2104
@gasteigerjo@sigmoid.social	@gasteigerjo
@vss@fediscience.org	@vss31
@marwinsegler@mastodon.social	@marwinsegler
@nickynak3@mastodon.lol	@nickynak3
@ChemGallant@mstdn.social	@ChemGallant
@deadlyvices@toot.wales	@deadlyvices
@njrijs@aus.social	@njrijs
@emmertlab@mstdn.science	@emmertlab
@egallicchio@mastodon.social	@GallicchioEmi
@MadMatt@mstdn.science	@matthewmaddess
@luna@mstdn.science	@porchyougeese
@elisatomat@mas.to	@elisatomat
@nir_goldman@mastodon.social	@nir_goldman
@aforiguac@mstdn.ca	@AForiguaC
@christmanngroup@mstdn.science	@christmanngroup
@piiabartos@mstdn.science	@PiiaBartos
@seanmckenna@mstdn.science	@SeanMcK27
@robincorey@mstdn.science	@RobinCorey1
@magnuspalmblad@fediscience.org	@MagnusPalmblad
@linusable@mastodon.social	@linusable
@dimocat_iqcc@mstdn.science	@dimocat_iqcc
@kevin@mastodon.be	@KLChemistry
@craigday@mstdn.science	@thecraigday
@manasi_scicomm@techhub.social	@manasirmulay
@jessica_compbio@mstdn.science	@jessica_compbio
@JulieNguyenLab@mstdn.science	@JulieNguyenLab
@ErmalI@masto.ai	@ErmalIsmalaj
@karnparmar@mstdn.science	@karnjitparmar
@NickBoaz@libretooth.gr	Used to Be NickBoaz03 but I have deleted by twitter account
@ryanpotts@mstdn.science	@pottslab
@GabrielS@mstdn.science 	@PyC_Gabriel
@p_vanderwel@mastodon.social	@p_vanderwel
@FredLamaty@maston.world	@FredLamaty
@tonic@scicomm.xyz	@josephpollack
@eric_stach@mstdn.social	@eric_stach
@Rwillits@mstdn.science	@willitslab
@ChemistMatthew@Mastodon.world	@ChemistMatthew
@Garabedian@mastodon.science	@BrettGarabedian
@MirandaLynchPhD@fediscience.org	@gammagirllab (now inactive)
@Mel_1090@mstdn.science	@Mel_1090
@natilabadie@masto.ai	@natilabadie
@caco3@scholar.social	@caco3cz
@pkmishra@mstdn.science	pkmishra92
@lilyminium@mastodon.social	lilyminium
@RolandDunbrack@mstdn.science	@RolandDunbrack
@giribio@mas.to	@giribio
@pschmidtke@masto.ai	@pschmidtke
@Longyu_Li@mastodon.social	@Longyu_Li88
@TimCraggs@mstdn.science	@craggs_lab
@lefrancju@mstdn.science	@LefrancJu
@jacksonroba@fosstodon.org	@robajackson
@UtopianChemist@vmst.io	@UtopianChemist
@evelynho@sueden.social	@evelyn_ho_
@pschwllr@sigmoid.social	pschwllr
@fabferrage@fediscience.org	@fabferrage
@fionashorttdehernandez@mstdn.social	@SOSChem
@jwrig002@mstdn.science	@jwrig002
@Kulinowski@mastodon.world	@kulinowski
@AndryjBorys@mstdn.science	@AndryjBorys
@naturalproductsci@sciencemastodon.com	@jkellogg916
@sostheneung@ohai.social	@SostheneUng
@MayuriSadoine@mstdn.social	@MayuriSadoine
@redruby17@mstdn.social	redruby17
@sarahmejias@mastodon.world	@sarahmejias3
@michelgravel@mstdn.science	@michelgravel6
@krauselab@qoto.org 	@SimonKrause39
@KyleGPearce@mstdn.science	@KyleGpearce
@volkerblum@nerdculture.de	@aimsduke
@cortogantese@mastodon.social	@cortogantese
@MattTheChemist@mastodon.world	@MattTheChemist
@drchawz@mastodon.online	@drchawz
@samofmidworld@mastodonapp.uk	@samofmidworld
@tehshikyoon@mstdn.social	@tehshikyoon
@RienkEelkema@mstdn.science	@EelkemaLab
@AhmadRKirmani@mstdn.social	@AhmadRKirmani
@awgoetz@mastodon.online	@awgoetz
@JenKoviachCote@mstdn.science	@JenKoviachCote
@organic_chemistry@mstdn.social	_org_chemistry
@PrestatG@mastodon.world	@PrestatG
@Proteinmagnus@mastodon.social	@Proteinmagnus
@alexhenderson@fosstodon.org	@AlexHenderson00
@pauldauenhauer@sciencemastodon.com	@pauldauenhauer
@scipython@mastodon.world	@scipython3
@anat@ioc.exchange	@anatmilo
@ThornSesholdLab@mstdn.science	@ThornSesholdLab
@huprice@mastodon.social	@huprice
@CompChemVirtual@mstdn.science	@CompChemVirtual
@Zdbennett@mastodon.world	@zacharybennettt
@FPalazzesi22@mastodon.social	@FPalazzesi22
@bspahh@sciencemastodon.com	bspahh
@jaygforsythe@mastodon.social	@DrJayTweets
@dcambie@social.mpdl.mpg.de	@dariocambie
@acnash@mastodon.social	@AnthonyC1Nash
@pollyfordyce@mstdn.science	fordycelab
@gkfriestad@mstdn.social	@gkfriestad
@harrisonspecht@fediscience.org	@harrisonspecht
@tallakahath@scicomm.xyz	tallakahath
@rsccicag@sciencemastodon.com	@RSC_CICAG
@XtalGrrl@c.im	@xtalgrrl
@brittanytrang@newsie.social	@brittanytrang
@ggiambasu@mas.to	@ggiambasu
@jiayu_peng@mstdn.science	@peng_jiayu
@GeueNiklas@mstdn.science	@GeueNiklas
@jennyyangchemist@mastodon.world	icjennikins
@shinhum@mastodon.online	ShinHumCho
@Jessieli729@mstdn.social	@Jessieli729
@macinchem@sciencemastodon.com	@macinchem
@mahrossi@social.mpdl.mpg.de	@mpsd_sabia
@DrP_CWRU@mstdn.science	@DrP_CWRU
@michele_ceriotti@mastodon.social	@MicheleCeriotti
@brandontate@mastodon.social	@BrandonKTate
@karat@mstdn.science	@karat_sidhu
@bethanyhalford@sciencemastodon.com	@beth_halford
@C_J_Whitfield@mstdn.social	@C_J_Whitfield
@cambeiro@mstdn.science	@CambeiroChem
@hellmanmd@home.social	@hellmanmd
@simonhammann@mstdn.science	@simon_hammann
@cthoyt@scholar.social	cthoyt
@F_Herranz@mstdn.science	@F_Herranz
@chriswaudby@mstdn.science	@chris_waudby
@jenny_conserv@canada.masto.host	@Jenny_Conserv
@henke@mastodon.se	@hacp81
@bardmital@mstdn.social	@bardmital
@BeilsteinInst@mstdn.science	@BeilsteinInst
@cmrisko@mstdn.science	@cmrisko
@gunninglabuoft@mstdn.science	@GunningLabUofT
@Cleanuoft@mastodon.world	Cleanuoft
@fullCIalchemist@mstdn.social	@fullCIalchemist
@afernandezphd@mstdn.science	@afernandezphd
@YTrolez@sciences.re	@YTrolez
@GetzlerChem@mstdn.science	@GetzlerChem
@carlalex_chem@masto.nu	@Carl_chemX
@gecniv@mastodon.social	@gecniv
@wgrover@mastodon.social	@wgrover
@jgomezgaleno@mas.to	@jgomezgaleno
@anovitzkij@mstdn.social	@anovitzkij
@HelenaDanielson@mstdn.science	@HelenaDanielson
@SMFtheScientist@mstdn.science	SMFtheScientist
@LewisChemistry@mastodon.social	@LewisChemistry
@MOFsoton@mastodon.social	@MOFsoton
@crews@mstdn.science	@craigmcrews
@sciencebase@mastodon.social	@sciencebase
@akhoeppe@mstdn.science	@akhoeppe 
@Andy8chi@mastodon.scot	Andy8chi
@DrHannahGraham@mastodon.scot	@DrHannahGraham
@JPinaSanchez@sciences.social	@JPinaSanchez
@HarrietSalem@mastodon.social	@HarrietSalem
@TimNewburn@Mastodonapp.uk	@TimNewburn
@aluscombe@sciences.social	@alexlusco
@thetartancon@mastadon.scot	@TheTartanCon
@purplepadma@mas.to	@CharlRWalker
@AllanTMoore@glasgow.social	AllanTMoore
@mirzabuljubasic@mas.to	@mirzabuljubasix
@lidianunophd@sciences.social	@LidiaNunoPhD
@JeffreyButts@mastodon.online	@JeffreyButts
@AndreasThinks@fosstodon.org	@AndreasThinks
@Kjellgren@mastodon.scot	@r_kjellgren
@mjgn92@mas.to	@mjgn92
@MonicaPons@sciences.social	@MoniPons
@LJKnight@mastodon.online	@Knight_LJ
@fergusmcneill@mastodon.scot	@fergus_mcneill
@jorgeramiroperez@social.politicaconciencia.org	@jramiroperez
@danaohara@mastodon.scot	danaohara
@o_garcia_ponce@mastodon.social	@o_garcia_ponce
@Marijke_Roosen@mastodon.nl	@marijke_roosen
@biff@mstdn.social	@crimtonyk
@hackademic@fosstodon.org	@sSHA3OH
@mattiasdebacker@mstdn.social	@mattiasdebacker
@scotinoz@aus.social	@scotinoz
@crimepsychblog@mstdn.social	@crimepsychblog
@juanjo_medina@mastodon.social	@juan_josemedina
@jamestangen@mastodon.sdf.org	@james_tangen
@meoutloud@mas.to	@moedee01
@CrimDario@sciences.social	@CrimDario
@eurocriminology@mastodon-belgium.be	@eurocriminology
@jabbertalky@mastodon.social	@angusbancroft
@dtha15@mastodon.social	@dtha15
@keribla@mstdn.social	@keribla
@matthewclair@mastodon.social	@mathuclair
@stanclarkson@mstdn.social	@stanclarkson
@turner_research@aus.social	@turner_research
@MMR606@mstdn.party	@MMR606
@fasbrock@home.social	@fasbrock
@rekadata@fosstodon.org	@r_solymosi
@henryyeomans@ohai.social	@yeomans_henry
@blazejkaucz@mas.to	@blazej_kaucz
@mooseabyte@hci.social	@mooseabyte
@mjarlec@toot.community	@mjarlec
@bmhj@mastodonapp.uk	@bjarman_
@afwilson@mastodon.world	@drafwilson
@DrAshleyRogers@mastadon.social	@DrAshleyRogers
@drewburns@mstdn.party	a_r_burns
@istudytrust@sciences.social	@istudytrust
@jonshute@mastodon.social	@jonshute_crim
@JudithAAldridge@mstdn.social	@JudithAAldridge
@FraSoliman@mastodon.world	@FraSoliman
@HannahWilkinson@mstdn.social	@DrHWilkinson
@bextraordinary@mastodon.social	@stone_prof
@seps@home.social	@auntsarentgents
@henriquecarvalho@mastodon.online	@HRDCCarvalho
@BenBradford@sciences.social	ben1971b
@christhomas@mastodon.lol	EventHistory
@derekcrim@mastodon.social	@derekcrim
@re_vbrakel@mastodon.social	@rosamunde_vb
@jgmbuchan@mastodon.scot	Jgmbuchan
@greggcaruso@zirk.us	@GreggDCaruso
@drdonnayates@archaeo.social	@drdonnayates
@Johannesfuss@mastodon.social	@fussjohannes
@jakephillips@mas.to	@jakephillips
@mariacuellar@fosstodon.org	@maria__cuellar
@criminologyforall@mastodon.sdf.org	MonSolinasUS
@dinesson@mastodon.scot	@kedinesson
@Jheydon@mastodon.world	@jwheydon
@ronlevi@mastodon.social	@ronleviutoronto
@ProfRArmitage@mstdn.social	@ProfRArmitage
@MQuirouette@mstdn.social	@M_Quirouette
@katiebollman@econtwitter.net	@KathrynBollman
@istudytrust@sciences.social	@istudytrust
@LisaBostaph@universeodon.com	@BostapLisa
@nicfox@fosstodon.org	@nicfoxds
@KKrusselmann@akademienl.social	@KKrusselmann
@econtwitter.net@mannegerell	@mannegerell
@Erin_eife@spore.social	erin_eife
@lia@sciences.social	ConstitutiveLaw
@nvietto@fosstodon.org	@ViettoNicholas
@pizuar@apotheke.social	@PizuarH
@nitashala	@Nitashala
@Ruwani93@mastodon.scot	@Ruwani_F
@ DanaSegev	@DanaSegev
@mia@hcommons.social	@mia_out
@siobhan_leachman@mastodon.nz	@siobhanleachman
@julsraemy@hcommons.social	@julsraemy
@claire_boardman@mstdn.science	@boardman_claire
@benwbrum@hcommons.social	@benwbrum
@cogries@sueden.social	@cogries
@Jason@toot.wales	@Wiki_nlw
@cerin126@mastodon.social	CerinschmidtWL
@OpenEd@mastodon.bida.im	https://mastodon.bida.im/@OpenEd
@eltonteb@hcommons.social	@eltonteb
@workergnome@hcommons.social	@workergnome
@nkelber@sigmoid.social	@nkelber
@telliott@scholar.social	@paregorios
@metilli@mastodon.social	@dmetilli
@musebrarian@mastodon.cloud	@musebrarian
@allenpg@hachyderm.io	@allenpg
@merryarchivist@h-net.social	@merryarchive
@melissaterras@scholar.social	@melissaterras
@paigeroberts@mastodon.social	@paige_roberts
@josemurilo@mato.social	@josemurilo
@r2gf@digipres.club	@r2gf_
@Clairebaileyross@hcommons.social	@clairey_ross
@ Sammlungsdinge@glammr.us	@ Sammlungsdinge
@yaeln@tooot.im	@yaelnetzer
@verbrannteorte@weremember.social	@VerbrannteOrte0Ãp
@mlpoulter@mastodon.world	@mlpoulter
@storytracer@mastodon.social	@storytracer
@MobileMaggie@mastodon.social	@MobileMaggie
@CitSciLab@social.cwts.nl	@CitSciLab
@sharonmleon@hcommon.social	@sharonmleon
@gavfinfnq@aus.social	@gavfunky
@ecolleary@zirk.us	@ecolleary
@nickynicolson@mastodon.social	@nickynicolson
@jrglmn@mastodon.social	@jrglmn
@petersuber@fediscience.org 	@petersuber
@digitaldante@mastodon.social	@digitaldante
@scivil@mastodon-belgium.be	@scivil_flanders
@quinnanya@mstdn.social	@quinnanya
@corsent@mastodon.social	@corsent
@meg_smith0913@mstdn.social	@meg_smith0913
@jwyg@post.lurk.org	@jwyg
@peterwebster@mastodon.social	@pj_webster
@anindita@mastodon.xyz	@anindita
@hepplerj@mastodon.social	jaheppler
@naudgnit@toot.io	naudgnit
@fpianz@mstdn.social	fpianz
@BridgetAlmas@mstdn.social	@BridgetAlmas (but now deactivated)
@roopikarisam@mastodon.social	roopikarisam
@mia@hcommons.social 	@mia_out
@grantimatter@mstdn.social	grantimatter
@anwagnerdreas@hcommons.social	@anwagnerdreas
@josh@fediscience.org	EvolvedTech
@mattomasini@mas.to	@mattomasini
@patrickleary.mstdn.social	PatrickLearyVIC
@scott_bot@scholar.social	@scott_bot
@jcpeyssard@hcommons.social	@jcpeyssard
@nmhouston@mastodon.social	nmhouston
@JubalBarca@Scholar.Social	@JubalBarca
@BlckheathHopper@archaeo.social	@BlckheathHopper
@scrivenersmith@mas.to	@ScrivenerSmith
epyllia@indieweb.social	epyllia
@zoeleblanc@scholar.social	@Zoe_LeBlanc
@stribley@journa.host	@stribs
@stefandumont@openbiblio.social	stefandumont
ghowa@toot.io	 @ghowa
@PlantAndCulture@nrw.social	PlantAndCulture
@friede@mastodon.online	Friede
@jewonwoo@twingyeo.kr	@ClevelandKimchi
@felwert@mstdn.social	@felwert
@farahcolette@mastodon.green	@FarahColette
@tantzaerine@kafeneio.social	@TantzAerine
@owlyph@social.coop	@phy
@wayoflife@mstdn.social	patl
@alison@hcommons.social	@alisonhappening
@kelley_kreitz@mastodon.cloud	@kelley_kreitz
@RonaldVisser@akademienl.social	RonaldMVisser
@JudithPintar@indieweb.social	@JudithPintar
@TedUnderwood@scholar.social	@Ted_Underwood
@Sonja_Gasser@vis.social	@Sonja_Gasser
@FerreiraCEM@toot.community	@FerreiraCEM
@celestesharpe@mastodon.social	@celeste_sharpe
@larrycebula@mstdn.social	@larrycebula
@stefanlaser@social.tchncs.de	@stefan_laser_
@snorman@sfba.social	@sdnorman
@whanley@scholar.social	@HanleyWill (RIP)
@rmidura@mastodon.world	@rcmidura
@pam@hcommons.social 	@VisualizingPam
@katiabowers@mastodon.online	@kab3d
@nick_laiacona@mastodon.cloud	nick_performant
Miriamkp@mastodon.social	@miriamkp
@apjanco@fosstodon.org	@apjanco
@kilmun@fosstadon.org	@drkatesimpson
Dorialexander@mastodon.social	Dorialexander
@shakespearenut@mastodon.nz	@shakespearenut
@mckiernangonzalez@mastodon.green	@mcjuancito
@mkirschenbaum@mstdn.social	@mkirschenbaum
@nevenjovanovic@scholar.social	@NevenJovanovic2
whitneytrettien@assemblag.es	whitneytrettien 
@ryancordell@hcommons.social	ryancordell
@elotroalex@hcommons.social	@elotroalex
@pbinkley@code4lib.social	@pabinkley
@bplmaps@mapstodon.space	@bplmaps
@walshbr@glammr.us	@walshbr
@msiemund@openbiblio.social	msiemund
@metilli@mastodon.social	@dmetilli
workingclasswordsmith@nerdculture.de	mlcwordsmith@gmail.com
@dochock@mastodon.social	@hockendougal
@DHN_HD@glammr.us	@DHN_HD
https://mastodon.cloud/@jon_fitzgerald	@jon_fitzgerald
@tjowens@digipres.club	@tjowens
@msenseney@glammr.us	@mfsenseney
@mewalters@mastodon.social	@mewalters101
@amardeepmsingh@mas.to	@electrostani
@Antique_Jules@mstdn.social	@Antique_Jules 
@BiblioWingate@mstdn.social	@alextheknitter
@jkramersmyth@digipres.club	@spellboundblog
@wragge@ausglam.space	@wragge
@ekansa@scholar.social	@ekansa
@jonatan@mastodon.social	@jonatansteller
@josch@chaos.social	@schimpfwortbuch
@dambaras@mastodon.online	@dambaras
@vierth@zirk.us	@pvierth
@roxanneshirazi@mastodon.social	@RoxanneShirazi
